ParticipantID,Notification Time,Session Name,WeekNumber,NotificationNumber,Completed Session,Session Instance,Session Length,Valence,Intensity,Arousal,Emotion,InferredValence
28774-026707,13:42.0,Survey_Sleep,1,3,1,1,01:08.5,5,1,2,Sleepy ,0.377327835
28774-026707,04:44.0,Survey_Sleep,1,4,1,2,01:01.5,5,1,3,Sore,0.109267098
28774-026707,01:20.0,Survey_Sleep,1,5,1,3,00:58.4,2,2,2,I have a cold.,0.173962344
28774-026707,15:02.0,Survey,2,36,1,28,00:46.5,5,1,3,Feeling better,0.840212584
28774-026707,15:57.0,Survey,2,37,1,29,01:23.7,5,1,2,Lazy,0.319818753
28774-026707,44:19.0,Survey,2,38,1,30,02:18.9,5,1,3,Relaxed,0.844717825
28774-026707,15:46.0,Survey,2,39,1,31,01:04.1,5,1,5,Tired,0.25387319
28774-026707,31:50.0,Survey,2,40,1,32,00:46.9,5,1,3,Uneasy,0.205619763
28774-026707,42:16.0,Survey,2,41,1,33,01:08.6,6,2,2,Asleep,0.449925123
28774-026707,30:41.0,Survey,2,42,1,34,01:22.3,5,1,2,Covid,0.762572849
28774-026707,10:01.0,Survey,2,43,1,35,07:07.7,5,1,3,Calm,0.838175618
28774-026707,45:11.0,Survey,2,44,1,36,06:43.6,6,2,3,Irritated,0.153216875
28774-026707,30:11.0,Survey,2,45,1,37,00:36.0,3,1,3,Annoyed,0.140615185
28774-026707,15:28.0,Survey,2,47,1,38,00:40.7,3,1,3,Hungry,0.317334813
28774-026707,29:27.0,Survey,2,48,1,39,04:14.4,5,1,2,Full,0.61182654
28774-026707,35:17.0,Survey,2,49,1,40,00:54.4,2,2,2,Very hungry,0.276368524
28774-026707,54:54.0,Survey,2,50,1,41,04:21.8,3,1,3,Headache,0.15704793
28774-026707,26:41.0,Survey,2,52,1,42,00:52.2,3,1,3,Irritated,0.153216875
28774-026707,51:51.0,Survey,2,53,1,43,01:09.5,2,2,2,Lazy,0.319818753
28774-026707,01:46.0,Survey,2,55,1,44,00:55.4,3,1,2,Relaxed,0.844717825
28774-026707,50:50.0,Survey,2,57,1,45,00:58.5,4,0,1,Sleepy,0.377327835
28774-026707,09:18.0,Survey,2,58,1,46,04:48.6,5,1,2,Relaxed,0.844717825
28774-026707,00:35.0,Survey,2,59,1,47,01:01.7,5,1,2,Lazy,0.319818753
28774-026707,49:19.0,Survey,2,60,1,48,00:29.9,3,1,2,Lazy,0.319818753
28774-026707,14:22.0,Survey,2,62,1,49,08:11.8,4,0,3,Relaxed,0.844717825
28774-026707,56:39.0,Survey,2,63,1,50,00:50.8,5,1,3,Lazy,0.319818753
28774-026707,45:07.0,Survey,2,64,1,51,02:29.5,5,1,2,Relaxed,0.844717825
28774-026707,28:34.0,Survey,2,65,1,52,07:07.3,3,1,3,Relaxed,0.844717825
28774-026707,06:56.0,Survey,2,67,1,53,00:47.7,5,1,2,Almost asleep,0.464889524
28774-026707,34:51.0,Survey,2,68,1,54,00:57.7,5,1,2,Preoccupied,0.286892065
28774-026707,51:26.0,Survey,2,69,1,55,02:02.9,3,1,2,Hungry,0.317334813
28774-026707,31:45.0,Survey,2,70,1,56,06:55.9,5,1,3,Focused,0.607413753
28774-026707,53:11.0,Survey,3,72,1,57,00:43.3,5,1,3,Hungry,0.317334813
28774-026707,00:39.0,Survey,3,74,1,58,01:03.5,5,1,2,Tired,0.25387319
28774-026707,39:49.0,Survey,3,75,1,59,00:35.6,3,1,3,Full,0.61182654
28774-026707,10:47.0,Survey,3,77,1,60,00:46.6,5,1,3,Hungry,0.317334813
28774-026707,36:46.0,Survey,3,78,1,61,00:36.4,5,1,3,Lazy,0.319818753
28774-026707,40:24.0,Survey,3,79,1,62,01:42.6,5,1,3,Hot,0.59049401
28774-026707,58:26.0,Survey,3,80,1,63,03:40.0,5,1,3,Tired,0.25387319
28774-026707,19:46.0,Survey,3,83,1,64,00:41.7,5,1,3,Hot,0.59049401
28774-026707,23:27.0,Survey,3,84,1,65,01:26.4,5,1,2,Hot,0.59049401
28774-026707,12:54.0,Survey,3,85,1,66,00:58.4,5,1,3,Full,0.61182654
28774-026707,40:52.0,Survey,3,87,1,67,00:58.5,5,1,3,Relaxed,0.844717825
28774-026707,57:37.0,Survey,3,90,1,68,00:45.5,6,2,3,Relaxed,0.844717825
28774-026707,12:55.0,Survey,3,91,1,69,00:44.2,5,1,2,Hungry,0.317334813
28774-026707,29:05.0,Survey,3,92,1,70,00:45.3,5,1,3,Hot,0.59049401
28774-026707,27:29.0,Survey,3,95,1,71,00:38.0,5,1,3,Tired,0.25387319
28774-026707,53:45.0,Survey,3,97,1,72,00:43.9,5,1,3,Hungry,0.317334813
28774-026707,01:52.0,Survey,3,98,1,73,00:49.9,5,1,2,Tired,0.25387319
28774-026707,15:35.0,Survey,3,99,1,74,00:35.9,5,1,3,Hot,0.59049401
28774-026707,00:51.0,Survey,3,100,1,75,00:47.3,5,1,3,Hot,0.59049401
28774-026707,29:52.0,Survey,3,102,1,76,01:00.5,5,1,3,Hungry,0.317334813
28774-026707,02:18.0,Survey,3,103,1,77,00:56.4,5,1,3,Hot,0.59049401
28774-026707,32:35.0,Survey,3,104,1,78,01:38.1,5,1,2,Hot,0.59049401
28774-026707,37:57.0,Survey,3,105,1,79,01:26.3,5,1,3,Hot,0.59049401
28774-026707,47:38.0,Survey_Sleep,3,16,1,4,00:58.9,5,1,2,Lazy,0.319818753
28774-026707,10:14.0,Survey_Sleep,3,18,1,5,00:40.4,3,1,3,Hungry,0.317334813
28774-026707,49:20.0,Survey_Sleep,3,19,1,6,01:04.4,4,0,2,Sleepy ,0.377327835
28774-026707,12:38.0,Survey,4,107,1,80,00:42.2,5,1,2,Sleepy,0.377327835
28774-026707,35:43.0,Survey,4,109,1,81,00:50.9,3,1,3,Hot,0.59049401
28774-026707,10:00.0,Survey,4,111,1,82,00:48.9,3,1,3,Hungry,0.317334813
28774-026707,15:11.0,Survey,4,112,1,83,00:36.8,5,1,2,Full,0.61182654
28774-026707,23:34.0,Survey,4,113,1,84,00:45.3,5,1,2,Fresh,0.842283054
28774-026707,54:45.0,Survey,4,114,1,85,00:44.9,5,1,2,Relaxed,0.844717825
28774-026707,59:20.0,Survey,4,115,1,86,01:00.7,5,1,5,Tired,0.25387319
28774-026707,06:57.0,Survey,4,116,1,87,01:18.3,5,1,2,Relaxed,0.844717825
28774-026707,06:07.0,Survey,4,120,1,88,01:08.2,6,2,2,Relaxed,0.844717825
28774-026707,28:32.0,Survey,4,121,1,89,01:22.4,3,1,3,Headaches,0.16681361
28774-026707,44:42.0,Survey,4,122,1,90,00:54.6,5,1,2,Full,0.61182654
28774-026707,27:32.0,Survey,4,123,1,91,00:37.5,3,1,2,Headaches,0.16681361
28774-026707,37:55.0,Survey,4,124,1,92,00:54.8,5,1,3,Hot,0.59049401
28774-026707,53:31.0,Survey,4,125,1,93,00:44.7,5,1,3,Relaxed,0.844717825
28774-026707,50:11.0,Survey,4,127,1,94,00:40.3,5,1,3,Lazy,0.319818753
28774-026707,25:19.0,Survey,4,130,1,95,00:41.6,6,2,2,Relaxed,0.844717825
28774-026707,24:43.0,Survey,4,131,1,96,00:41.5,5,1,2,Sleepy,0.377327835
28774-026707,10:18.0,Survey,4,132,1,97,01:14.7,5,1,3,Hungry,0.317334813
28774-026707,04:09.0,Survey,4,133,1,98,01:20.7,5,1,3,Full,0.61182654
28774-026707,30:05.0,Survey,4,134,1,99,01:03.2,5,1,3,Relaxed,0.844717825
28774-026707,02:56.0,Survey,4,135,1,100,00:31.8,5,1,2,Relaxed,0.844717825
28774-026707,03:53.0,Survey,4,136,1,101,00:53.4,5,1,3,Lazy,0.319818753
28774-026707,43:31.0,Survey,4,137,1,102,01:56.3,5,1,3,Hungry,0.317334813
28774-026707,46:19.0,Survey,4,138,1,103,00:42.8,5,1,2,Lazy,0.319818753
28774-026707,03:23.0,Survey,4,139,1,104,01:36.4,4,0,5,Activated,0.71976152
28774-026707,47:55.0,Survey,4,140,1,105,00:28.7,5,1,2,Tired,0.25387319
28774-026707,07:04.0,Survey_Sleep,4,26,1,7,03:10.5,4,0,2,Sleepy ,0.377327835
28774-038705,25:18.0,Survey,1,2,1,1,01:22.7,5,1,3,Hungry and sleepy,0.327982604
28774-038705,38:18.0,Survey,1,3,1,2,01:03.7,2,2,6,Sleepy,0.377327835
28774-038705,00:11.0,Survey,1,4,1,3,01:21.7,2,2,6,Busy,0.28883206
28774-038705,25:54.0,Survey,1,5,1,4,01:07.7,5,1,6,"Relaxed, determinated",0.869363336
28774-038705,12:42.0,Survey,1,6,1,5,00:34.4,7,3,7,excited,0.877860753
28774-038705,19:15.0,Survey,1,7,1,6,00:38.5,6,2,6,motivated,0.888365416
28774-038705,30:58.0,Survey,1,8,1,7,00:52.7,6,2,2,relaxed,0.844717825
28774-038705,03:55.0,Survey,1,9,1,8,00:47.5,7,3,7,motivated ,0.888365416
28774-038705,46:33.0,Survey,1,10,1,9,01:35.9,5,1,5,neutral,0.50157052
28774-038705,02:35.0,Survey,1,11,1,10,00:32.5,7,3,5,happy,0.966903189
28774-038705,30:20.0,Survey,1,12,1,11,00:30.7,6,2,6,happy,0.966903189
28774-038705,15:42.0,Survey,1,13,1,12,00:38.0,7,3,7,motivated,0.888365416
28774-038705,04:50.0,Survey,1,14,1,13,00:45.3,7,3,7,motivated,0.888365416
28774-038705,21:00.0,Survey,1,15,1,14,00:38.4,6,2,6,neutral,0.50157052
28774-038705,59:48.0,Survey,1,16,1,15,00:27.4,6,2,2,happy,0.966903189
28774-038705,18:33.0,Survey,1,17,1,16,00:38.9,2,2,5,busy,0.28883206
28774-038705,23:13.0,Survey,1,18,1,17,00:27.3,6,2,5,happy,0.966903189
28774-038705,14:31.0,Survey,1,19,1,18,00:32.1,2,2,6,exhausted,0.235222877
28774-038705,31:32.0,Survey,1,20,1,19,00:49.7,7,3,7,happy,0.966903189
28774-038705,02:17.0,Survey,1,21,1,20,00:31.6,6,2,6,motivated,0.888365416
28774-038705,32:07.0,Survey,1,23,1,21,00:30.7,7,3,6,active,0.516666405
28774-038705,59:28.0,Survey,1,24,1,22,00:28.0,7,3,7,relaxed,0.844717825
28774-038705,09:29.0,Survey,1,25,1,23,00:31.2,7,3,7,motivated,0.888365416
28774-038705,59:24.0,Survey,1,26,1,24,00:26.4,7,3,6,happy,0.966903189
28774-038705,32:34.0,Survey,1,27,1,25,00:25.5,7,3,7,neutral,0.50157052
28774-038705,04:47.0,Survey,1,28,1,26,00:25.6,6,2,5,happy,0.966903189
28774-038705,23:02.0,Survey,1,29,1,27,00:21.9,6,2,5,happy,0.966903189
28774-038705,50:40.0,Survey,1,30,1,28,00:33.8,6,2,6,happy,0.966903189
28774-038705,42:10.0,Survey,1,31,1,29,00:27.5,7,3,7,relaxed,0.844717825
28774-038705,36:35.0,Survey,1,32,1,30,00:24.7,7,3,2,relaxed,0.844717825
28774-038705,40:02.0,Survey,1,34,1,32,00:25.6,7,3,7,motovated,0.516546709
28774-038705,38:07.0,Survey,1,35,1,33,00:28.6,6,2,6,happy,0.966903189
28774-038705,06:12.0,Survey_Sleep,1,1,1,1,01:56.2,5,1,6,Neutral,0.50157052
28774-038705,21:58.0,Survey_Sleep,1,2,1,2,00:42.8,3,1,5,happy,0.966903189
28774-038705,26:57.0,Survey_Sleep,1,3,1,3,00:42.5,2,2,6,Busy,0.28883206
28774-038705,14:02.0,Survey_Sleep,1,4,1,4,00:35.8,5,1,5,Happy,0.966903189
28774-038705,01:01.0,Survey_Sleep,1,5,1,5,00:49.0,5,1,5,happy,0.966903189
28774-038705,08:06.0,Survey_Sleep,1,6,1,6,00:36.1,7,3,5,happy,0.966903189
28774-038705,23:12.0,Survey_Sleep,1,7,1,7,00:25.6,6,2,6,happy,0.966903189
28774-038705,37:57.0,Survey,2,36,1,34,00:25.4,6,2,6,sad,0.123790363
28774-038705,15:07.0,Survey,2,37,1,35,00:23.2,3,1,5,tired,0.25387319
28774-038705,05:04.0,Survey,2,38,1,36,00:31.9,3,1,5,tired,0.25387319
28774-038705,32:04.0,Survey,2,39,1,37,00:28.3,5,1,5,motivated,0.888365416
28774-038705,42:08.0,Survey,2,40,1,38,00:21.8,5,1,6,happy,0.966903189
28774-038705,28:48.0,Survey,2,41,1,39,00:26.9,5,1,7,motivated ,0.888365416
28774-038705,12:20.0,Survey,2,42,1,40,00:27.7,5,1,6,happy,0.966903189
28774-038705,33:10.0,Survey,2,43,1,41,00:29.8,6,2,6,happy,0.966903189
28774-038705,02:41.0,Survey,2,44,1,42,00:32.6,3,1,3,tired,0.25387319
28774-038705,59:19.0,Survey,2,45,1,43,00:25.3,3,1,3,tired,0.25387319
28774-038705,21:34.0,Survey,2,46,1,44,00:28.5,5,1,3,tired,0.25387319
28774-038705,57:38.0,Survey,2,47,1,45,00:20.7,7,3,5,neutral,0.50157052
28774-038705,03:48.0,Survey,2,48,1,46,00:22.6,5,1,5,neutral,0.50157052
28774-038705,25:57.0,Survey,2,49,1,47,00:23.3,5,1,5,happy,0.966903189
28774-038705,52:33.0,Survey,2,50,1,48,00:21.2,7,3,7,happy,0.966903189
28774-038705,12:29.0,Survey,2,51,1,49,00:24.6,7,3,7,happy,0.966903189
28774-038705,36:55.0,Survey,2,52,1,50,00:24.4,5,1,5,happy,0.966903189
28774-038705,42:29.0,Survey,2,53,1,51,00:23.9,6,2,6,happy,0.966903189
28774-038705,59:44.0,Survey,2,54,1,52,00:27.5,7,3,7,happy,0.966903189
28774-038705,31:12.0,Survey,2,55,1,53,00:21.7,6,2,7,happy,0.966903189
28774-038705,42:24.0,Survey,2,56,1,54,00:19.3,6,2,6,happy,0.966903189
28774-038705,11:09.0,Survey,2,58,1,55,00:22.6,6,2,6,happy,0.966903189
28774-038705,46:23.0,Survey,2,59,1,56,00:26.9,7,3,7,happy,0.966903189
28774-038705,41:36.0,Survey,2,60,1,57,00:20.5,6,2,6,happy,0.966903189
28774-038705,50:07.0,Survey,2,61,1,58,00:22.4,6,2,6,sleppy,0.440549018
28774-038705,02:17.0,Survey,2,62,1,59,00:26.9,7,3,7,happy. ,0.939522984
28774-038705,31:06.0,Survey,2,63,1,60,00:19.8,7,3,7,happy,0.966903189
28774-038705,03:55.0,Survey,2,66,1,61,00:24.6,6,2,7,motivated,0.888365416
28774-038705,02:07.0,Survey,2,67,1,62,00:24.3,7,3,7,happy,0.966903189
28774-038705,34:35.0,Survey,2,68,1,63,00:36.4,6,2,6,happy,0.966903189
28774-038705,06:24.0,Survey,2,70,1,64,00:23.3,7,3,3,neutral,0.50157052
28774-038705,23:44.0,Survey_Sleep,2,8,1,8,00:25.6,6,2,5,happy,0.966903189
28774-038705,04:13.0,Survey_Sleep,2,9,1,9,00:28.6,6,2,6,happy,0.966903189
28774-038705,16:24.0,Survey_Sleep,2,10,1,10,00:22.7,6,2,6,happy,0.966903189
28774-038705,17:38.0,Survey_Sleep,2,11,1,11,00:24.7,5,1,5,happy,0.966903189
28774-038705,53:37.0,Survey_Sleep,2,12,1,12,00:25.7,7,3,7,active,0.516666405
28774-038705,10:45.0,Survey_Sleep,2,13,1,13,00:25.4,7,3,7,motivated,0.888365416
28774-038705,50:54.0,Survey_Sleep,2,14,1,14,00:33.5,6,2,5,happy,0.966903189
28774-038705,17:31.0,Survey,3,71,1,65,00:20.5,6,2,6,happy,0.966903189
28774-038705,20:47.0,Survey,3,72,1,66,00:50.0,6,2,6,happy,0.966903189
28774-038705,40:17.0,Survey,3,73,1,67,00:24.3,6,2,2,tired,0.25387319
28774-038705,09:14.0,Survey,3,75,1,68,00:29.2,6,2,6,happy ,0.966903189
28774-038705,19:49.0,Survey,3,76,1,69,00:20.4,7,3,6,happy,0.966903189
28774-038705,02:33.0,Survey,3,77,1,70,00:25.4,3,1,5,neutral,0.50157052
28774-038705,35:54.0,Survey,3,78,1,71,00:23.2,6,2,5,happy,0.966903189
28774-038705,23:19.0,Survey,3,79,1,72,00:28.5,6,2,6,happy,0.966903189
28774-038705,06:45.0,Survey,3,80,1,73,00:42.9,6,2,6,happy,0.966903189
28774-038705,49:00.0,Survey,3,81,1,74,00:23.9,6,2,6,neutral,0.50157052
28774-038705,06:58.0,Survey,3,82,1,75,00:24.3,6,2,6,happy,0.966903189
28774-038705,02:56.0,Survey,3,83,1,76,00:30.1,6,2,6,happy,0.966903189
28774-038705,51:09.0,Survey,3,84,1,77,00:30.6,6,2,6,happy,0.966903189
28774-038705,38:51.0,Survey,3,85,1,78,00:19.5,7,3,7,happy,0.966903189
28774-038705,11:06.0,Survey,3,86,1,79,00:22.3,7,3,7,happy,0.966903189
28774-038705,18:59.0,Survey,3,87,1,80,00:32.4,7,3,7,motivated,0.888365416
28774-038705,12:42.0,Survey,3,88,1,81,00:25.2,5,1,5,happy,0.966903189
28774-038705,05:46.0,Survey,3,89,1,82,00:21.8,6,2,7,happy,0.966903189
28774-038705,36:59.0,Survey,3,90,1,83,00:23.7,5,1,6,happy,0.966903189
28774-038705,22:37.0,Survey,3,91,1,84,00:25.4,7,3,7,happy,0.966903189
28774-038705,25:17.0,Survey,3,92,1,85,01:05.6,6,2,6,happy,0.966903189
28774-038705,00:17.0,Survey,3,93,1,86,00:26.9,6,2,6,happy,0.966903189
28774-038705,49:04.0,Survey,3,94,1,87,00:17.1,6,2,6,happy,0.966903189
28774-038705,16:27.0,Survey,3,95,1,88,00:25.7,7,3,7,motivated,0.888365416
28774-038705,44:15.0,Survey,3,96,1,89,00:39.9,6,2,6,happy,0.966903189
28774-038705,52:12.0,Survey,3,97,1,90,00:20.4,6,2,6,happy,0.966903189
28774-038705,36:23.0,Survey,3,98,1,91,00:26.9,7,3,7,happy,0.966903189
28774-038705,40:45.0,Survey,3,99,1,92,00:26.8,7,3,7,happy.,0.939522984
28774-038705,11:56.0,Survey,3,100,1,93,00:28.9,7,3,5,tired,0.25387319
28774-038705,46:50.0,Survey,3,101,1,94,00:23.9,6,2,5,happy,0.966903189
28774-038705,07:54.0,Survey,3,102,1,95,00:20.9,6,2,6,happy,0.966903189
28774-038705,59:30.0,Survey,3,103,1,96,00:29.7,6,2,6,happy,0.966903189
28774-038705,52:02.0,Survey,3,104,1,97,00:23.2,5,1,5,neutral,0.50157052
28774-038705,01:29.0,Survey_Sleep,3,15,1,15,00:24.4,7,3,7,happy,0.966903189
28774-038705,20:12.0,Survey_Sleep,3,16,1,16,00:29.2,6,2,6,happy,0.966903189
28774-038705,58:54.0,Survey_Sleep,3,17,1,17,00:26.2,6,2,6,happy,0.966903189
28774-038705,11:09.0,Survey_Sleep,3,19,1,18,00:52.0,5,1,4,neutral,0.50157052
28774-038705,08:02.0,Survey_Sleep,3,20,1,19,00:24.1,7,3,7,happy,0.966903189
28774-038705,11:56.0,Survey_Sleep,3,21,1,20,00:24.7,6,2,6,happy,0.966903189
28774-038705,25:02.0,Survey,4,106,1,98,00:26.2,6,2,7,motivated,0.888365416
28774-038705,33:41.0,Survey,4,109,1,99,00:24.0,6,2,6,happy,0.966903189
28774-038705,18:39.0,Survey,4,110,1,100,00:18.9,6,2,6,happy,0.966903189
28774-038705,38:32.0,Survey,4,111,1,101,00:21.2,6,2,6,neutral,0.50157052
28774-038705,21:28.0,Survey,4,112,1,102,00:23.4,5,1,6,neutral,0.50157052
28774-038705,07:10.0,Survey,4,113,1,103,00:31.2,6,2,6,happy,0.966903189
28774-038705,55:02.0,Survey,4,114,1,104,00:24.4,6,2,6,happy,0.966903189
28774-038705,59:35.0,Survey,4,115,1,105,00:30.5,6,2,6,happy,0.966903189
28774-038705,17:52.0,Survey,4,116,1,106,00:20.9,6,2,6,happy,0.966903189
28774-038705,57:28.0,Survey,4,117,1,107,00:17.7,6,2,6,happy,0.966903189
28774-038705,35:47.0,Survey,4,118,1,108,00:20.6,6,2,6,happy,0.966903189
28774-038705,36:17.0,Survey,4,119,1,109,00:28.9,6,2,6,neutral,0.50157052
28774-038705,15:47.0,Survey,4,120,1,110,00:25.3,6,2,7,happy,0.966903189
28774-038705,11:36.0,Survey,4,121,1,111,00:25.6,7,3,7,motivated ,0.888365416
28774-038705,31:00.0,Survey,4,122,1,112,00:22.5,5,1,6,neutral,0.50157052
28774-038705,16:02.0,Survey,4,123,1,113,00:33.0,5,1,5,neutral,0.50157052
28774-038705,07:21.0,Survey,4,124,1,114,00:30.6,6,2,5,happy,0.966903189
28774-038705,40:00.0,Survey,4,125,1,115,00:22.8,5,1,5,neutral,0.50157052
28774-038705,02:51.0,Survey,4,126,1,116,00:26.6,4,0,4,neutral,0.50157052
28774-038705,24:41.0,Survey,4,127,1,117,00:32.0,6,2,4,neutral,0.50157052
28774-038705,12:48.0,Survey,4,128,1,118,00:24.8,5,1,6,happy,0.966903189
28774-038705,14:29.0,Survey,4,129,1,119,00:17.4,5,1,5,happy,0.966903189
28774-038705,52:30.0,Survey,4,130,1,120,00:24.6,5,1,5,happy,0.966903189
28774-038705,07:23.0,Survey,4,131,1,121,00:33.4,7,3,5,happy,0.966903189
28774-038705,14:10.0,Survey,4,132,1,122,00:31.5,5,1,5,happy ,0.966903189
28774-038705,28:14.0,Survey,4,133,1,123,00:53.8,6,2,5,happy,0.966903189
28774-038705,54:53.0,Survey,4,135,1,124,00:21.0,5,1,5,neutral,0.50157052
28774-038705,49:45.0,Survey,4,136,1,125,00:17.7,5,1,5,happy,0.966903189
28774-038705,25:27.0,Survey,4,138,1,126,00:33.4,7,3,7,happy,0.966903189
28774-038705,56:08.0,Survey,4,139,1,127,00:26.7,5,1,5,happy,0.966903189
28774-038705,42:41.0,Survey,4,140,1,128,00:19.2,7,3,6,happy,0.966903189
28774-038705,40:35.0,Survey_Sleep,4,22,1,21,00:24.9,6,2,6,happy,0.966903189
28774-038705,26:13.0,Survey_Sleep,4,23,1,22,00:38.6,6,2,6,happy,0.966903189
28774-038705,58:35.0,Survey_Sleep,4,24,1,23,00:26.2,6,2,5,happy,0.966903189
28774-038705,09:16.0,Survey_Sleep,4,25,1,24,00:24.3,5,1,5,neutral ,0.50157052
28774-038705,35:23.0,Survey_Sleep,4,26,1,25,00:33.2,5,1,5,sleepy,0.377327835
28774-038705,21:08.0,Survey_Sleep,4,27,1,26,00:26.8,5,1,5,happy,0.966903189
28774-038705,07:21.0,Survey_Sleep,4,28,1,27,01:00.2,6,2,6,happy,0.966903189
28774-050131,12:16.0,Survey,1,3,1,1,00:55.2,7,3,1,I'm happy at the moment. working away ,0.822669142
28774-050131,30:18.0,Survey,1,5,1,2,01:03.3,7,3,1,I feel good at the moment,0.910009333
28774-050131,59:21.0,Survey,1,6,1,3,00:57.5,7,3,2,very happy,0.95764814
28774-050131,35:12.0,Survey,1,7,1,4,00:41.8,7,3,1,happy,0.966903189
28774-050131,14:58.0,Survey,1,8,1,5,00:52.7,7,3,1,happy ,0.966903189
28774-050131,03:00.0,Survey,1,9,1,6,00:55.7,7,3,1,I'm happy at the moment. cleaning away,0.972236097
28774-050131,27:23.0,Survey,1,10,1,7,00:48.5,7,3,1,very happy,0.95764814
28774-050131,40:03.0,Survey,1,12,1,8,01:07.8,7,3,1,happy ,0.966903189
28774-050131,14:27.0,Survey,1,13,1,9,00:51.7,7,3,7,very happy cleaning away,0.81990539
28774-050131,02:34.0,Survey,1,14,1,10,00:44.9,7,3,1,happy cleaning away,0.918298191
28774-050131,45:50.0,Survey,1,15,1,11,00:50.4,7,3,1,I'm very tired,0.247833784
28774-050131,20:18.0,Survey,1,16,1,12,01:36.7,7,3,3,tired,0.25387319
28774-050131,52:45.0,Survey,1,17,1,13,00:38.2,7,3,1,tired,0.25387319
28774-050131,50:06.0,Survey,1,18,1,14,00:47.4,5,1,2,tired,0.25387319
28774-050131,54:00.0,Survey,1,19,1,15,00:46.8,7,3,6,very tired. got really no sleep last night,0.290268392
28774-050131,22:38.0,Survey,1,20,1,16,01:02.5,2,2,1,I'm wrecked ,0.105316854
28774-050131,56:25.0,Survey,1,21,1,17,00:44.9,7,3,1,happy,0.966903189
28774-050131,25:21.0,Survey,1,22,1,18,01:32.4,7,3,3,very happy,0.95764814
28774-050131,28:22.0,Survey,1,23,1,19,00:37.6,7,3,5,very Happy,0.95764814
28774-050131,09:02.0,Survey,1,24,1,20,00:32.4,7,3,2,happy,0.966903189
28774-050131,51:07.0,Survey,1,25,1,21,00:34.3,7,3,5,tired,0.25387319
28774-050131,46:18.0,Survey,1,26,1,22,00:53.6,3,1,3,tired,0.25387319
28774-050131,23:56.0,Survey,1,27,1,23,00:41.0,7,3,3,happy,0.966903189
28774-050131,49:07.0,Survey,1,28,1,24,00:46.9,7,3,3,happy,0.966903189
28774-050131,12:27.0,Survey,1,29,1,25,00:48.1,7,3,1,happy,0.966903189
28774-050131,54:28.0,Survey,1,30,1,26,00:32.0,7,3,1,happy,0.966903189
28774-050131,57:31.0,Survey,1,31,1,27,00:33.9,7,3,2,tired but happy,0.717695841
28774-050131,32:37.0,Survey,1,32,1,28,00:52.8,7,3,2,happy,0.966903189
28774-050131,19:19.0,Survey,1,33,1,29,01:19.3,7,3,1,happy,0.966903189
28774-050131,31:20.0,Survey,1,34,1,30,00:42.6,5,1,2,tired,0.25387319
28774-050131,13:11.0,Survey,1,35,1,31,00:45.2,1,1,1,tired,0.25387319
28774-050131,08:39.0,Survey_Sleep,1,1,1,1,01:40.6,5,1,5,I feel happy as I got enough sleep last night,0.961750358
28774-050131,59:39.0,Survey_Sleep,1,3,1,2,01:10.4,7,3,2,happy,0.966903189
28774-050131,53:07.0,Survey_Sleep,1,4,1,3,00:59.7,3,1,3,very tired,0.257978576
28774-050131,48:04.0,Survey_Sleep,1,5,1,4,01:05.5,6,2,1,happy,0.966903189
28774-050131,24:57.0,Survey_Sleep,1,6,1,5,00:58.6,6,2,2,tired,0.25387319
28774-050131,35:01.0,Survey_Sleep,1,7,1,6,00:58.8,2,2,3,very tired,0.257978576
28774-050131,12:40.0,Survey,2,36,1,32,00:38.0,6,2,2,happy,0.966903189
28774-050131,16:10.0,Survey,2,37,1,33,00:34.4,6,2,2,happy,0.966903189
28774-050131,13:23.0,Survey,2,38,1,34,00:25.2,5,1,2,happy,0.966903189
28774-050131,45:00.0,Survey,2,39,1,35,00:29.1,6,2,2,very tired,0.257978576
28774-050131,33:58.0,Survey,2,40,1,36,00:36.9,1,1,1,very tired,0.257978576
28774-050131,38:44.0,Survey,2,41,1,37,00:31.9,1,1,1,tired,0.25387319
28774-050131,56:50.0,Survey,2,42,1,38,00:45.7,3,1,2,I'm tired today,0.318460814
28774-050131,14:21.0,Survey,2,43,1,39,00:34.7,5,1,2,tired,0.25387319
28774-050131,20:26.0,Survey,2,44,1,40,00:30.8,3,1,3,tired.,0.307900133
28774-050131,39:14.0,Survey,2,46,1,41,00:25.7,7,3,2,happy,0.966903189
28774-050131,40:46.0,Survey,2,48,1,42,00:28.4,3,1,2,tired,0.25387319
28774-050131,41:47.0,Survey,2,49,1,43,00:29.4,4,0,3,tired,0.25387319
28774-050131,10:21.0,Survey,2,50,1,44,00:43.9,3,1,2,I feel sick and tired,0.317988233
28774-050131,10:08.0,Survey,2,52,1,45,11:58.6,6,2,3,happy,0.966903189
28774-050131,44:18.0,Survey,2,53,1,46,00:42.2,3,1,3,tired,0.25387319
28774-050131,31:48.0,Survey,2,54,1,47,00:24.7,3,1,2,tired,0.25387319
28774-050131,10:54.0,Survey,2,55,1,48,02:13.2,3,1,3,tired and have a headache,0.267347685
28774-050131,50:55.0,Survey,2,56,1,49,00:25.7,2,2,2,tired,0.25387319
28774-050131,39:24.0,Survey,2,57,1,50,00:23.5,2,2,2,tired,0.25387319
28774-050131,24:43.0,Survey,2,58,1,51,00:39.5,3,1,3,tired,0.25387319
28774-050131,46:03.0,Survey,2,59,1,52,00:21.6,2,2,2,tired,0.25387319
